1612966149480
2014-04-25_19-35-43_232.wmv;920485017;05/05/2014 21:33:56;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/2014-04-25_19-35-43_232.wmv
2014-04-25_20-05-46_445.wmv;83915255;05/05/2014 21:36:42;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/2014-04-25_20-05-46_445.wmv
IMAG0027.jpg;2637608;11/05/2014 10:16:34;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0027.jpg
IMAG0035.jpg;2230927;11/05/2014 10:26:42;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0035.jpg
IMAG0041.jpg;1333851;11/05/2014 10:27:46;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0041.jpg
IMAG0086.jpg;945240;17/05/2014 17:04:16;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0086.jpg
IMAG0088.jpg;994292;17/05/2014 16:04:32;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0088.jpg
IMAG0090.jpg;779607;24/05/2014 13:14:58;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0090.jpg
IMAG0093.jpg;1499469;28/05/2014 18:35:58;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0093.jpg
IMAG0096.jpg;2242910;28/05/2014 17:36:20;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0096.jpg
IMAG0101.jpg;2207217;31/05/2014 15:07:46;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0101.jpg
IMAG0165.jpg;1979118;21/06/2014 16:11:56;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0165.jpg
IMAG0170.jpg;876951;23/06/2014 18:55:38;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0170.jpg
IMAG0275.jpg;759311;28/06/2014 06:21:14;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0275.jpg
IMAG0296.jpg;2652117;29/06/2014 09:34:54;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0296.jpg
IMAG0300.jpg;2558670;29/06/2014 09:56:56;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0300.jpg
IMAG0309.jpg;1273998;12/07/2014 08:51:18;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0309.jpg
IMAG0310.jpg;1308587;12/07/2014 07:51:20;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0310.jpg
IMAG0311.jpg;1278546;12/07/2014 08:51:22;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0311.jpg
IMAG0312.jpg;3277407;12/07/2014 08:52:34;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0312.jpg
IMAG0313.jpg;3258670;12/07/2014 07:52:44;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0313.jpg
IMAG0314.jpg;1682571;12/07/2014 08:52:52;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0314.jpg
IMAG0315.jpg;1683902;12/07/2014 07:52:54;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0315.jpg
IMAG0316.jpg;1683951;12/07/2014 07:52:56;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0316.jpg
IMAG0317.jpg;1927065;12/07/2014 15:55:04;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0317.jpg
IMAG0318.jpg;1843609;12/07/2014 14:55:36;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0318.jpg
IMAG0322.jpg;2334178;12/07/2014 16:48:02;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0322.jpg
IMAG0326.jpg;1442870;12/07/2014 15:48:20;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0326.jpg
IMAG0328.jpg;1683032;12/07/2014 15:48:52;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0328.jpg
IMAG0329.jpg;1423442;12/07/2014 15:50:00;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0329.jpg
IMAG0330.jpg;1454329;12/07/2014 15:50:08;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0330.jpg
IMAG0333_BURST001.jpg;2423943;26/07/2014 19:20:06;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0333_BURST001.jpg
IMAG0334.jpg;2457864;12/07/2014 15:53:06;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0334.jpg
IMAG0335.jpg;2673769;12/07/2014 15:53:18;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0335.jpg
IMAG0336.jpg;1916142;12/07/2014 15:53:26;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0336.jpg
IMAG0348.jpg;1011813;12/07/2014 16:18:12;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0348.jpg
IMAG0351.jpg;2067505;23/02/2016 21:20:34;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0351.jpg
IMAG0373.jpg;1923777;23/02/2016 21:20:06;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0373.jpg
IMAG0405.jpg;1315958;23/02/2016 21:20:04;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0405.jpg
IMAG0406.jpg;1874832;23/02/2016 21:20:06;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0406.jpg
IMAG0407.jpg;1880948;23/02/2016 21:20:06;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0407.jpg
IMAG0408.jpg;1793391;23/02/2016 21:20:04;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0408.jpg
IMAG0419.jpg;827689;23/02/2016 21:20:04;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0419.jpg
IMAG0421.jpg;774107;23/02/2016 21:20:04;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0421.jpg
IMAG0422.jpg;534746;23/02/2016 21:20:04;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0422.jpg
IMAG0434.jpg;669892;23/02/2016 21:20:04;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0434.jpg
IMAG0436.jpg;685565;23/02/2016 21:20:02;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0436.jpg
IMAG0440.jpg;849792;23/02/2016 21:20:02;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0440.jpg
IMAG0441.jpg;709808;23/02/2016 21:20:02;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0441.jpg
IMAG0442.jpg;714924;23/02/2016 21:20:02;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0442.jpg
IMAG0454.jpg;2090483;23/02/2016 21:19:50;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0454.jpg
IMAG0455.jpg;663496;23/02/2016 21:19:50;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0455.jpg
IMAG0482.jpg;954003;23/02/2016 21:19:50;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0482.jpg
IMAG0501.jpg;703184;23/02/2016 21:25:20;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0501.jpg
IMAG0504.jpg;685361;23/02/2016 21:25:20;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0504.jpg
IMAG0517.jpg;684114;23/02/2016 21:25:20;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0517.jpg
IMAG0518.jpg;687930;23/02/2016 21:25:20;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0518.jpg
IMAG0519.jpg;628749;23/02/2016 21:25:20;/media/josea/TOSHIBA EXT/fotosyvideos/100MEDIA/IMAG0519.jpg
